2025-10-16 11:26:27,975 | BASE_PAGE | INFO | Opening the url "AppRoute.REGISTRATION"
2025-10-16 11:26:30,721 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-exercises-empty-view-icon" at index "0"
2025-10-16 11:26:30,722 | BASE_ELEMENT | INFO | Checking that icon "Icon" is visible
2025-10-16 11:26:30,727 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-exercises-empty-view-title-text" at index "0"
2025-10-16 11:26:30,727 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2025-10-16 11:26:30,732 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-exercises-empty-view-title-text" at index "0"
2025-10-16 11:26:30,733 | BASE_ELEMENT | INFO | Checking that text "Title" has text "There is no exercises"
2025-10-16 11:26:30,738 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-exercises-empty-view-description-text" at index "0"
2025-10-16 11:26:30,738 | BASE_ELEMENT | INFO | Checking that text "Description" is visible
2025-10-16 11:26:30,746 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-exercises-empty-view-description-text" at index "0"
2025-10-16 11:26:30,746 | BASE_ELEMENT | INFO | Checking that text "Description" has text "Click on "Create exercise" button to create new exercise"
2025-10-16 11:26:30,751 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-input" at index "0"
2025-10-16 11:26:30,752 | FILE_INPUT | INFO | Set file "testdata/files/image.png" to the file input "Upload"
2025-10-16 11:26:30,763 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-info-icon" at index "0"
2025-10-16 11:26:30,763 | BASE_ELEMENT | INFO | Checking that icon "Image upload info" is visible
2025-10-16 11:26:30,788 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-info-title-text" at index "0"
2025-10-16 11:26:30,788 | BASE_ELEMENT | INFO | Checking that text "Image upload infp title" is visible
2025-10-16 11:26:30,798 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-info-title-text" at index "0"
2025-10-16 11:26:30,798 | BASE_ELEMENT | INFO | Checking that text "Image upload infp title" has text "Tap on "Upload image" button to select file"
2025-10-16 11:26:30,807 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-info-description-text" at index "0"
2025-10-16 11:26:30,808 | BASE_ELEMENT | INFO | Checking that text "Image upload info description" is visible
2025-10-16 11:26:30,815 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-info-description-text" at index "0"
2025-10-16 11:26:30,815 | BASE_ELEMENT | INFO | Checking that text "Image upload info description" has text "Recommended file size 540X300"
2025-10-16 11:26:30,822 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-upload-button" at index "0"
2025-10-16 11:26:30,822 | BASE_ELEMENT | INFO | Checking that button "Upload image" is visible
2025-10-16 11:26:30,828 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-remove-button" at index "0"
2025-10-16 11:26:30,828 | BASE_ELEMENT | INFO | Checking that button "Remove image" is visible
2025-10-16 11:26:30,834 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-preview-image-upload-widget-preview-image" at index "0"
2025-10-16 11:26:30,834 | BASE_ELEMENT | INFO | Checking that image "Preview" is visible
2025-10-16 11:26:30,841 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-title-input" at index "0"
2025-10-16 11:26:30,841 | INPUT | INFO | Fill input "Title" to value "Playwright"
2025-10-16 11:26:30,868 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-title-input" at index "0"
2025-10-16 11:26:30,868 | INPUT | INFO | Checking that input "Title" has a value "Playwright"
2025-10-16 11:26:30,876 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-estimated-time-input" at index "0"
2025-10-16 11:26:30,876 | INPUT | INFO | Fill input "Estimated time" to value "2 weeks"
2025-10-16 11:26:30,916 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-estimated-time-input" at index "0"
2025-10-16 11:26:30,916 | INPUT | INFO | Checking that input "Estimated time" has a value "2 weeks"
2025-10-16 11:26:30,929 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-description-input" at index "0"
2025-10-16 11:26:30,930 | TEXTAREA | INFO | Fill textarea "Description" to value "Playwright"
2025-10-16 11:26:30,979 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-description-input" at index "0"
2025-10-16 11:26:30,979 | TEXTAREA | INFO | Checking that textarea "Description" has a value "Playwright"
2025-10-16 11:26:31,004 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-max-score-input" at index "0"
2025-10-16 11:26:31,004 | INPUT | INFO | Fill input "Max score" to value "100"
2025-10-16 11:26:31,059 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-max-score-input" at index "0"
2025-10-16 11:26:31,059 | INPUT | INFO | Checking that input "Max score" has a value "100"
2025-10-16 11:26:31,072 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-min-score-input" at index "0"
2025-10-16 11:26:31,072 | INPUT | INFO | Fill input "Min score" to value "10"
2025-10-16 11:26:31,114 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-form-min-score-input" at index "0"
2025-10-16 11:26:31,114 | INPUT | INFO | Checking that input "Min score" has a value "10"
2025-10-16 11:26:31,128 | BASE_ELEMENT | INFO | Getting locator with "data-testid=create-course-toolbar-create-course-button" at index "0"
2025-10-16 11:26:31,128 | BASE_ELEMENT | INFO | Clicking button "Create course"
2025-10-16 11:26:31,255 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-toolbar-title-text" at index "0"
2025-10-16 11:26:31,257 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2025-10-16 11:26:31,289 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-toolbar-title-text" at index "0"
2025-10-16 11:26:31,289 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Courses"
2025-10-16 11:26:31,303 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-toolbar-create-course-button" at index "0"
2025-10-16 11:26:31,303 | BASE_ELEMENT | INFO | Checking that button "Create course" is visible
2025-10-16 11:26:31,332 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-preview-image" at index "0"
2025-10-16 11:26:31,332 | BASE_ELEMENT | INFO | Checking that image "Preview" is visible
2025-10-16 11:26:31,353 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-widget-title-text" at index "0"
2025-10-16 11:26:31,353 | BASE_ELEMENT | INFO | Checking that text "Title" is visible
2025-10-16 11:26:31,365 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-widget-title-text" at index "0"
2025-10-16 11:26:31,365 | BASE_ELEMENT | INFO | Checking that text "Title" has text "Playwright"
2025-10-16 11:26:31,383 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-max-score-info-row-view-text" at index "0"
2025-10-16 11:26:31,383 | BASE_ELEMENT | INFO | Checking that text "Max score" is visible
2025-10-16 11:26:31,401 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-max-score-info-row-view-text" at index "0"
2025-10-16 11:26:31,402 | BASE_ELEMENT | INFO | Checking that text "Max score" has text "Max score: 100"
2025-10-16 11:26:31,420 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-min-score-info-row-view-text" at index "0"
2025-10-16 11:26:31,420 | BASE_ELEMENT | INFO | Checking that text "Min score" is visible
2025-10-16 11:26:31,440 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-min-score-info-row-view-text" at index "0"
2025-10-16 11:26:31,441 | BASE_ELEMENT | INFO | Checking that text "Min score" has text "Min score: 10"
2025-10-16 11:26:31,451 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-estimated-time-info-row-view-text" at index "0"
2025-10-16 11:26:31,452 | BASE_ELEMENT | INFO | Checking that text "Estimated time" is visible
2025-10-16 11:26:31,461 | BASE_ELEMENT | INFO | Getting locator with "data-testid=course-estimated-time-info-row-view-text" at index "0"
2025-10-16 11:26:31,461 | BASE_ELEMENT | INFO | Checking that text "Estimated time" has text "Estimated time: 2 weeks"
